,Best months for climbing:,Continent:,Convenient Center:,Country:,Difficulty:,Elevation (feet):,Elevation (meters):,First successful climber(s):,Latitude:,Longitude:,Most recent eruption:,Nearest major airport:,Province:,Range/Region:,State:,Volcanic status:,Year first climbed:
Baltistan Peak,,Asia,"Skardu,Pakistan",Pakistan,,23294.0,7100.0112,,35.418426000000004,76.551631,,"Skardu,Pakistan",,,,,
Mount Burgess,,North America,"Lake Louise, AB",Canada,Scramble,8527.0,2599.0296,"J.J. McArthur, H. Tuzo",51.420278,-116.505278,,Calgary,British Columbia,Canadian Rockies,,,1892.0
Piduruthalagala,"Apr, May",Asia,Nuwera Eliya,Sri Lanka,Technical Climb,8281.0,2524.0488,,7.0,80.7833,,Katunayaka,,Sri Lanka,,,
Costila,"Aug, Sep, Oct",Europe,Busteni,Romania,Walk up,8196.0,2498.1408,,45.427,25.4854,,"Bucuresti, Otopeni",,Transylvanian Alps,,,
Karrinyarra (Central Mount Wedge),"Apr, May, Jun, Jul, Aug, Sep, Oct",Australia/Oceania,"Yuendumu, or Papunya Aboriginal communities",Australia,Walk up,3501.0,1067.1048,,-22.85,131.833,,Alice Springs Domestic Airport,,,,,
Malubiting,"Jun, Jul",Asia,,Pakistan,Major Mountain Expedition,24469.0,7458.1512,"K. Pirker, H. Schell, H. Schindlbacher, H. Sturm",36.003068,74.876286,,"Islamabad, Pakistan",,Karakoram,,,1971.0
Bonita Rock (Pedra Bonita),,South America,Rio de Janeiro,Brazil,Walk up,2274.0,693.1152,,-22.9889,-43.2836,,Galeão-Rio de Janeiro,,Southern Brazilian Highlands,,,
Bald Knob,"May, Jun, Jul, Aug, Sep, Oct",North America,Green Bank,United States,Walk up,4842.0,1475.8416,,38.448184999999995,-79.931287,,Pittsburgh International,,Allegheny Mountains,West Virginia,,
Baltoro Kangri,,Asia,,Pakistan,,23835.0,7264.908,,76.6697,35.648,,"Islamabad,Gilgit and Skardu",,,,Extinct,
Panchachuli,"Apr, May, Sep, Oct",Asia,Pithoragarh,India,Major Mountain Expedition,22652.0,6904.3296,Mr. Hukam singh (Indo tibetian Border Police),30.22,80.42,Not Applicable,Pant Nagar,,Garhwal Himalaya,,Extinct,2002.0
Ragang,"Mar, Apr, May, Jun",Asia,Cotabato City,Philippines,Walk up,9236.0,2815.1328,,7.691,124.5072,1915,Cotabato Domestic Airport,,,,Active,
Galatzó,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Europe,Puigpunyent,Spain,Scramble,3366.0,1025.9568,,39.6332,2.4862,,Palma de Mallorca,,Balearic Islands,,,
Anamudi,"Jan, Feb, Mar, Apr, May, Oct, Nov, Dec",Asia,Munnar,India,Walk up,8842.0,2695.0416,,10.1666,77.0666,,Kochi,,Cardamom Hills,,,
Mount Cook,,North America,,United States,,13766.0,4195.8768,"t Kelley, R McGowan, T miller, F Mohling",60.1836,-139.968,,Anchorage,,Saint Elias Mountains,Alaska,,1953.0
Demirkapi,"Jul, Aug",Asia,Trabzon,Turkey,,11076.0,3375.9648,Erhan Terzi - Teoman Goren - Melih Tankutay,,,,Trabzon International airport,,Pontic Mountains,,,2001.0
Pic de la Corne,"May, Jun, Jul, Aug, Sep, Oct",Europe,Morzine,France,Walk up,6837.0,2083.9176,,,,,Genève,,Savoy Alps,,,
Dunagiri,"Apr, May, Sep, Oct",Asia,Joshimath,India,Major Mountain Expedition,23182.0,7065.8736,Joe Tasker,30.6666,79.8666,,"Jolly Grant, Dehradun",,Garhwal Himalaya,,,1976.0
Downs Mountain,"Jul, Aug, Sep",North America,Dubois,United States,Basic Snow/Ice Climb,13349.0,4068.7752,,43.1836,-109.402,,Jackson Hole,,Wind River Range,Wyoming,,
Meteorite Mountain,"Feb, Mar, Apr",North America,Anchorage,United States,Technical Climb,6565.0,2001.0120000000002,John Weiland,,,,Valdez Pioneer Field,,Chugach Mountains,Alaska,,1984.0
Banderpunch,"May, Jun, Sep, Oct",Asia,Barkot,India,Major Mountain Expedition,20722.0,6316.0656,JTM Gibson with Tenzing Norgay,31.003016,78.553433,,"Jolly Grant, Dehradun",,Garhwal Himalaya,,,1950.0
Pico Viejo,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Europe,Vilaflor,Spain,Walk up,10285.0,3134.868,,28.2639,-16.6647,1798,Teneriffa Airport Reina Sofia,,Canary Islands,,,
Agulles d'Amitges,"Jun, Jul, Aug, Sep",Europe,Pobla de Segur,Spain,Technical Climb,8743.0,2664.8664,,42.62,0.98,,Barcelona,,Pyrenees,,,
Nandakot,"Jun, Sep, Oct",Asia,"Bageshwar, Kumaon",India,Major Mountain Expedition,22510.0,6861.048000000001,Dr.Longstaff,30.2666,80.0666,,Pant Nagar,,Garhwal Himalaya,,,1905.0
Subenuix,"Jun, Jul, Aug, Sep",Europe,Poble de Segur,Spain,Scramble,9675.0,2948.94,Gourdon and Courrèges,42.555735999999996,0.978727,,Barcelona,,Pyrenees,,,1880.0
Hua Shan,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Asia,Xian,China,Scramble,7087.0,2160.1176,,34.29,110.05,,,,,,,
Derese,"Jan, Feb, Mar, Aug, Sep, Oct, Dec",Europe,"Jasná, Brezno, Liptovský Mikuláš",Slovakia,Walk up,6575.0,2004.06,,48.9416,19.5713,,"Sliac, Tatry - Poprad",,Carpathian Mountains,,,
Baranec,"Jan, Feb, Mar, Jun, Jul, Aug, Sep, Oct",Europe,Liptovský Mikuláš,Slovakia,Walk up,7165.0,2183.8920000000003,,49.1736,19.7416,,Tatry - Poprad,,Carpathian Mountains,,,
Mt. Helen,"Jul, Aug, Sep",North America,Kalispell,United States,Scramble,8538.0,2602.3824,,48.474543,-113.466605,,Kalispell,,Far Northern Rockies,Montana,,
Montsant,,Europe,,Spain,Walk up,2953.0,900.0744,,41.270582,0.8215709999999999,,,,,,,
Kyrkja,"Jul, Aug, Sep",Europe,Otta,Norway,Scramble,6667.0,2032.1016,,61.5413,8.2916,,"Gardermoen, Oslo",,Jotunheimen,,,
Mount Frissell,"May, Jun, Jul, Aug, Sep, Oct",North America,,United States,Walk up,2380.0,725.424,,42.051083,-73.481972,,"Hartford, Connecticut",,Northern Appalachian Ridges,Connecticut/Massachusetts,,
Fan Si Pan,"Jan, Nov, Dec",Asia,,Vietnam,Scramble,10535.0,3211.0679999999998,,22.303333,103.775,,Hanoi,,,,,
Zemu Gap Peak,"Apr, May, Sep, Oct",Asia,Darjeeling,India,Major Mountain Expedition,25525.0,7780.02,UNCLIMBED--But not on list of highest peaks,,,,,,Sikkim-Eastern Nepal Himalaya,,,
Aure Scarp,"Jul, Aug, Sep",Australia/Oceania,Goroka,Papua New Guinea,Major Mountain Expedition,5105.0,1556.004,Dr George Carman,7.03167,145.436,,Port Moresby,,,,,1986.0
Iliniza Sur,"Jun, Jul, Aug",South America,Quito,Ecuador,Technical Climb,17218.0,5248.0464,"Jean Antoine, Louis Carrel (Italy) during Whymper's visit to Ecuador",-0.6594439999999999,-78.713611,Before records began,Quito,,Ecuador Andes,,,1880.0
Besna Kobila,"Apr, May, Jun, Jul, Aug, Sep, Oct",Europe,Vranje,Serbia and Montenegro,Walk up,6309.0,1922.9832,,42.33,22.14,,Niš,,Balkan Mountains,,,
Bhagirathi,"May, Jun, Sep",Asia,Uttarkashi,India,Major Mountain Expedition,22493.0,6855.8664,"Igor Potan'kin, Yuri Koshelenko, Vladimir Kachkov",30.85,79.15,,"JollyGrant, Dehradun",,Garhwal Himalaya,,,1998.0
Laramie Peak,"Jul, Aug, Sep",North America,Esterbrook,United States,Walk up,10272.0,3130.9056,,42.268163,-105.44265700000001,,"Casper, Wyoming",,,Wyoming,,
Alvand,"May, Jun",Asia,Hammadan,Iran,,11247.0,3428.0856,,34.664167,48.486667,,,,Northwest Iran Ranges,,Extinct,
Swargarohini,"May, Jun, Sep",Asia,Mussorie,India,Major Mountain Expedition,20512.0,6252.0576,N.Banks,31.1,78.5,,"Jolly Grant, Dehradun",,Garhwal Himalaya,,,1992.0
Sleepy Cat Peak,"Jul, Aug, Sep",North America,Meeker,United States,Scramble,10848.0,3306.4704,,40.128,-107.53299999999999,,Grand Junction,,Flat Tops Area,Colorado,,
Nipple Peak,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,Steamboat Springs,United States,Scramble,10324.0,3146.7552,,40.8727,-107.04299999999999,,Steamboat/Hayden,,,Colorado,,
Elephant Butte,"Jan, Feb, Mar, Apr, May, Oct, Nov, Dec",North America,Moab,United States,Technical Climb,5653.0,1723.0344,,38.695982,-109.540172,,Grand Junction,,Colorado Plateau,Utah,,
Mount Lovenia,"Jul, Aug, Sep",North America,Evanston,United States,Scramble,12219.0,3724.3512,,40.7569,-110.60700000000001,,Salt Lake City,,Uinta Range,Utah,,
Aorai,"Jun, Jul, Aug, Sep",Australia/Oceania,Papeete,None,Scramble,6778.0,2065.9344,,-17.7,-149.5,,FAAA (Papeete),,,,Extinct,
Mount Pinatubo,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Asia,"Angeles,Pampanga",Philippines,Walk up,4875.0,1485.9,,15.1422,120.34899999999999,1991,Clark International Airport,,Luzon,,Active,
Grand Ferrand,"Jul, Aug, Sep, Oct",Europe,,France,,7.0,2.1336,,,,,Grenoble,,,,,
Shavi Klde,"Jul, Aug, Sep",Europe,Bakuriani,Georgia,Scramble,9350.0,2849.88,,41.3935,43.2617,,Tbilisi International Airport,,Lesser Caucasus,,Extinct,
Nanda Ghunti,"Apr, May, Jun, Sep, Oct",Asia,Gwaldam,India,Major Mountain Expedition,20699.0,6309.0552,Andre Roche (switzerland),30.4666,79.7166,,"Pantnagar, Uttaranchal",,Garhwal Himalaya,,,1948.0
Panwali Dwar,"May, Jun, Oct",Asia,Rishikesh,India,Major Mountain Expedition,21860.0,6662.928000000001,Winky,30.2833,79.95,,"Jolly Grant, Dehradun",,Garhwal Himalaya,,,1993.0
Sherpi Kangri,"Jun, Jul, Aug",Asia,Gilgit,Pakistan,Major Mountain Expedition,24213.0,7380.1224,,35.466542,76.782074,,Gilgit (Pakistan),,Karakoram,,,
Shaho,"Jun, Jul, Aug, Sep",Asia,kermanshah,Iran,Scramble,11122.0,3389.9856,,35.03,46.25,,tehran,,North Central Zagros,,Extinct,
Morro da Igreja(church hill),,South America,Urubici,Brazil,,5978.0,1822.0944,,,,,Porto Alegre/Florianopolis,,Southern Brazilian Highlands,,,
Babin zub,"Jun, Jul, Aug, Sep",Europe,"Knjazevac, Pirot",Serbia and Montenegro,Scramble,5764.0,1756.8672,,43.2019,22.3156,,Nish,,Balkan Mountains,,,
Mount kitchener,Feb,Australia/Oceania,Mount Cook village,New Zealand,Scramble,6699.0,2041.8552,,,,,Christchurch,,,,,
Mount Bourgeau,"Jun, Jul, Aug, Sep",North America,"Banff, Alberta",Canada,Scramble,9613.0,2930.0424,McArthur and Wilson,51.132,-115.775,,Calgary International Airport,Alberta,Canadian Rockies,,,1890.0
Volcan San Jose,"Jan, Feb, Mar, Jul, Aug, Sep, Oct, Nov, Dec",South America,,Chile,Technical Climb,19213.0,5856.1224,,,,,,,,,Dormant,
Mont Pelat,"Jun, Jul, Aug, Sep",Europe,Barcelonette,France,Scramble,10007.0,3050.1336,,44.265,6.705833,,Nice,,Maritime Alps,,,
Diran Peak,,Asia,"Though there are shops in Islamabad and Rawalpindi for trekking and climbing equipment, it is best to bring all your equipment with you into Pakistan.",Pakistan,,23839.0,7266.1272,"Rainer Goschl, Rudolph Pischinger and Hanns Schell",36.1167,74.6667,,"Gilgit Airport or Skardu Airport (Flights from Islamabad, subject to weather, often cancelled for several days)",,,,,1968.0
Gunung Santubong,"Feb, Mar, Apr, Aug, Sep, Oct",Asia,Kuching,Malaysia,Walk up,2658.0,810.1584,,1.7333,110.333,,Kuching,,Borneo,,,
Nirekha Peak,"Apr, May, Oct, Nov",Asia,Namche Bazaar,Nepal,Technical Climb,20240.0,6169.151999999999,?,,,,Kathmandu,,Central Nepal Himalaya,,Active,
Bjelasnica,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Europe,Sarajevo,Bosnia and Herzegovina,Walk up,6781.0,2066.8488,,43.7036,18.257,,Sarajevo airport,,Dinaric Alps,,,
Mt. Chogatake,"Apr, May, Jun, Jul, Aug, Sep, Oct",Asia,Matsumoto,Japan,,8740.0,2663.952,,36.29,137.725,,,,Honshu,,,
Passadumkeag Mountain,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,Bangor me,United States,Walk up,1463.0,445.9224,,45.1291,-68.3592,,bangor me,,Northern Appalachian Ridges,Maine,,
Gora Pobeda,,Asia,,Russia,,9852.0,3002.8896,,65.1833,146.033,,,,Cherskiy Range,,,
Lookout Peak,"Jun, Jul, Aug, Sep, Oct",North America,,United States,Scramble,13661.0,4163.8728,,37.86213,-107.78028,,,,San Juan Mountains,Colorado,,
Navajo Peak,"Jun, Jul, Aug, Sep, Oct",North America,Boulder,United States,Scramble,13409.0,4087.0632,,40.053507,-105.646515,,Denver,,Front Range,Colorado,,
Erymanthos,"Apr, May, Sep, Oct",Europe,,Greece,Scramble,7297.0,2224.1256,,37.91,21.84,,,,Greek-Albanian Ranges,,,
Martin Hill,"Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov",North America,Bedford,United States,Walk up,2775.0,845.82,,39.8479,-78.5592,,Pittsburgh,,Central Appalachian Ridges,Pennsylvania,,
Batura II,"Jun, Jul, Aug",Asia,Baltit (hunza); Gilgit,Pakistan,Major Mountain Expedition,25466.0,7762.0368,One of the Highest UNCLIMBED peaks; Several attempts have ben made.,36.3,74.31,,,,Karakoram,,,
Myogi San,"Jun, Jul, Aug, Sep",Asia,Takasaki,Japan,Scramble,3622.0,1103.9856,,36.3005,138.75,,"Narita International, Kansai International",,Honshu,,Extinct,
Shirouma Dake,"Aug, Sep",Asia,Hakuba,Japan,Walk up,9619.0,2931.8712,,36.7575,137.757,,"Narita International, Kansai International",,Honshu,,,
Nemertsika,"May, Jun, Jul, Aug, Sep, Oct",Europe,Kefalovruso,Greece,Scramble,7211.0,2197.9128,,,,,Ioannina,,Greek-Albanian Ranges,,,
Black Tusk,"Aug, Sep",North America,Squamish,Canada,Scramble,7608.0,2318.9184,Willian J. Gray and party,49.9753,-123.04299999999999,Pleistocene,Vancouver International,British Columbia,British Columbia Coast Ranges,,Extinct,1912.0
Goryu Dake,"Aug, Sep",Asia,Hakuba,Japan,Walk up,9232.0,2813.9136,,36.659,137.752,,"Narita International, Kansai International",,Honshu,,,
Washiba Dake,"Aug, Sep",Asia,Takayama,Japan,Walk up,9593.0,2923.9464,,36.4116,137.591,,"Narita International, Kansai International",,Honshu,,,
Jonen Dake,"Jul, Aug, Sep",Asia,"Matsumoto, Azumino",Japan,Scramble,9373.0,2856.8904,,36.3266,137.72799999999998,,"Narita International, Kansai International",,Honshu,,,
Dragsanul,Aug,Europe,Petrosani,Romania,Walk up,6825.0,2080.26,Dacian shepherds,,,,Bucharest,,Transylvanian Alps,,,
Garnedd Ugain,"Mar, Apr, May, Jun, Jul, Aug, Sep",Europe,"Llanberis, Wales",United Kingdom,Walk up,3494.0,1064.9712,,53.075,-4.076389,,"Manchester, England",,Snowdonia,,,
Wind River Peak,"Jul, Aug, Sep",North America,Lander,United States,Walk up,13192.0,4020.9216,Hayden Survey Party,42.7085,-109.12799999999999,,Casper,,Wind River Range,Wyoming,,1877.0
Monte Cimone,"Apr, May, Jun, Jul, Aug, Sep, Oct",Europe,,Italy,Walk up,7103.0,2164.9944,,44.193889,10.701389,,,,Apennines,,,
Roman-Kosh,"May, Jun, Jul, Aug, Sep",Europe,Yalta,Ukraine,Walk up,5069.0,1545.0312,,44.4,34.2,,Simferopol,,,,Extinct,
Orlinaya,"Jan, Feb, Apr, May, Jun, Jul, Aug, Dec",Europe,Saint-Petersburg,Russia,,722.0,220.0656,Makin Ivan,,,,Saint-Petersburg,,,,,
Mumpu,"May, Jun, Jul, Aug, Sep, Oct",Africa,Mkushi (Only For Food),Zambia,,6400.0,1950.72,,-13.2,29.36,,,,Zambia Plateau,,Extinct,
Torre Sur,"Jan, Feb, Mar, Dec",South America,,Chile,Technical Climb,8204.0,2500.5792,,-50.9833,-72.9667,,Punta Arenas,,Patagonia,,,
Mount Torbert,"Apr, May, Jun, Jul, Aug, Sep, Oct",North America,Anchorage,United States,Major Mountain Expedition,11413.0,3478.6824,,61.4086,-152.412,,Anchorage International,,Alaska Range,Alaska,,
Tamarack Mountain,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,Donnely,United States,Scramble,7200.0,2194.56,2003,,,,Boise International Airport,,,Idaho,,2003.0
Brundage Mountain,"Jul, Aug, Sep",North America,McCall,United States,Walk up,8000.0,2438.4,1960,45.01,-116.13,,Boise International Airport,,,Idaho,,2007.0
alvand,Jun,Asia,yazd,Iran,,11319.0,3450.0312,,34.2708,54.2065,,sadooghi,,Central Iranian Plateau,,,
Eyjafjallajökull,"May, Jun, Jul, Aug",Europe,Vik,Iceland,Basic Snow/Ice Climb,1666.0,507.7968,Sveinn Palsson,63.633,-19.6,1823,"Keflavik, Iceland, or small local airfiled Pakki 10 km from peak",,,,,1777.0
Mount Talamitan,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Asia,Tagaytay City,Philippines,Walk up,2310.0,704.0880000000001,,14.1078,120.76,,Manila International Airport,,Luzon,,,
Mount Drum,"Jun, Jul, Aug",North America,"Anchorage, AK",United States,Major Mountain Expedition,12010.0,3660.6479999999997,"Heinrich Harrer, Keith Hart, and George Schaller",62.1161,-144.637778,,Gulkana,,Wrangell Mountains,Alaska,,1954.0
Mount Ollivier,"Jan, Feb, Mar, Apr, May",Australia/Oceania,Christchurch,New Zealand,Scramble,6342.0,1933.0416,unknon,,,,Mt Cook,,South Island,,,
Melbreak,"Jul, Aug",Europe,Keswick,United Kingdom,,1679.0,511.7592,Not officially climbed,54.5543,-3.3165,,Newcastle,,Lake District,,,
Herðubreið,"Apr, May, Jun, Jul, Aug, Sep, Oct",Europe,Akureyri,Iceland,,5518.0,1681.8864,,65.18,16.34,ice age,Akureyri,,,,Extinct,1908.0
Jebel Misht,"Jan, Dec",Asia,Ibri,Oman,Scramble,6857.0,2090.0136,,,,,Muscat,,Southeast Arabia,,,
Mt Aylmer,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Australia/Oceania,Christchurch / Mt Cook Village,New Zealand,Basic Snow/Ice Climb,8855.0,2699.0040000000004,"Barbara, Jim, George Dennistoun, Ada Julius, Jack Clark",-43.5167,170.36700000000002,,Christchurch / Mt Cook,,South Island,,,1910.0
Leskovik,"May, Jun, Jul",Europe,"Nish, Sokobanja",Serbia and Montenegro,Walk up,3852.0,1174.0896,,43.3432,21.5031,,Nish,,Balkan Mountains,,,
Mount Bellenden Ker,"Apr, May, Jun, Jul, Aug, Sep",Australia/Oceania,,Australia,Scramble,5226.0,1592.8848,,-17.264167,145.85388899999998,,"Cairns, Qld",,,,,
Mount Güngörmez,Aug,Asia,Yusufeli,Turkey,Scramble,11614.0,3539.9472,A group of climbers from TEDAK,39.6667,36.7833,,Trabzon,,Pontic Mountains,,Active,2003.0
Saitaris,"Jul, Aug, Sep",Europe,Jokkmokk,Sweden,Major Mountain Expedition,6250.0,1905.0,Nils August Olsson,67.1,17.35,,Kiruna,,,,,1897.0
kedarnath,"May, Jun, Jul, Aug, Sep, Oct",Asia,haridwar,India,Major Mountain Expedition,22769.0,6939.9912,,30.7833,79.0667,,new delhi,,Garhwal Himalaya,,,
Saitaristjåkkå,"Jul, Aug, Sep",Europe,Jokkmokk,Sweden,Major Mountain Expedition,6250.0,1905.0,Nils August Olsson,,,,Kiruna,,,,,1897.0
Mount Sembrano,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Asia,"Pililia, Rizal",Philippines,Scramble,2579.0,786.0792,,14.3871,121.36399999999999,,Manila International Airport,,Luzon,,,
Peak Europa,"Apr, May, Oct, Nov",Asia,Jomsom,Nepal,Technical Climb,21007.0,6402.9336,"Constantin Lacatusu (RO), Frank Meutzner (D), Goetz Wiegand (D)",,,,"Jomsom, Nepal",,Central Nepal Himalaya,,,2006.0
Haramosh Peak,"Jun, Jul, Aug",Asia,heramosh,Pakistan,Walk up,24308.0,7409.0784,Austrians and friends,35.840221,74.89749,,gilgit northern areas pakistan,,Karakoram,,,1958.0
Mt. Isarog,"Mar, Apr, May",Asia,Naga City,Philippines,Walk up,6450.0,1965.96,,13.6667,123.383,,Naga-Pili Airport,,Luzon,,Dormant,
Mt. Asog,"Mar, Apr, May, Jun",Asia,Iriga City,Philippines,Walk up,3750.0,1143.0,,13.4511,123.45100000000001,"January 4, 1642",Naga-Pili Airport,,Luzon,,Dormant,
Mt. Malinao,"Mar, Apr, May",Asia,Legaspi City,Philippines,Walk up,5079.0,1548.0792,,13.4667,123.6,,Legaspi Airport,,Luzon,,Dormant,
Mount Masaraga,"Mar, Apr, May",Asia,Legaspi City,Philippines,,4357.0,1328.0136,,13.32,123.6,,Legaspi City,,Luzon,,,
Mosor - Suva planina,"Jun, Jul, Aug",Europe,Nish,Serbia and Montenegro,Walk up,3228.0,983.8944,,43.1351,22.0523,,Nish,,Balkan Mountains,,,
Dipoyraz,"May, Jun, Jul, Aug, Sep, Oct",Asia,Eğirdir,Turkey,Scramble,9865.0,3006.8520000000003,,37.38,31.19,,Isparta,,Taurus Mountains,,,
Karcal,"Jun, Jul, Aug, Sep",Asia,Trabzon,Turkey,,11247.0,3428.0856,,41.05,42.0,,Trabzon,,Pontic Mountains,,,
Tatos,"Jul, Aug, Sep",Asia,Trabzon,Turkey,,11919.0,3632.9112,,40.0,32.0,,Trabzon,,Pontic Mountains,,,
Vercenik,"Jul, Aug, Sep",Asia,Trabzon,Turkey,,12238.0,3730.1424,,39.0,38.0,,Trabzon,,Pontic Mountains,,,
Altiparmak,"Jul, Aug, Sep",Asia,Trabzon,Turkey,,11827.0,3604.8696,,39.0,38.0,,Trabzon,,Pontic Mountains,,,
Mount Karagöl,"Jun, Jul, Aug, Sep, Oct",Asia,Trabzon,Turkey,,10194.0,3107.1312,,38.0,37.0,,Trabzon,,Pontic Mountains,,,
Kizlarsivrisi,"May, Jun, Jul, Aug, Sep, Oct",Asia,Antalya,Turkey,,10125.0,3086.1,,37.0,37.0,,Antalya,,Taurus Mountains,,,
Uyluk Peak,"May, Jun, Jul, Aug, Sep, Oct",Asia,Antalya,Turkey,Scramble,9921.0,3023.9208,,37.0,37.0,,Antalya,,Taurus Mountains,,,
Medetsiz,"May, Jun, Jul, Aug, Sep, Oct",Asia,Adana,Turkey,Scramble,11562.0,3524.0976,,37.0,37.0,,Adana,,Taurus Mountains,,,
Gelincikana,"May, Jun, Jul, Aug, Sep, Oct",Asia,Eğirdir,Turkey,Walk up,8570.0,2612.136,,37.0,37.0,,Afyon,,Central Anatolia,,,
Jochy,"Apr, May",Europe,Brno,Czech Republic,Walk up,682.0,207.8736,,49.0,17.0,,Brno,,Carpathian Mountains,,,
Mount Kalisungan,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Asia,"Calauan, Laguna",Philippines,Walk up,2251.0,686.1048,,14.1465,121.345,,Manila International Airport,,Luzon,,,
Torre Central,"Jan, Feb, Dec",South America,Punta Arenas,Chile,Technical Climb,8071.0,2460.0408,"Chris Bonington, Don Williams",-50.9,-72.95,,Punta Arenas,,Patagonia,,Extinct,1963.0
Deveboynu,"Jun, Jul, Aug, Sep, Oct",Asia,Trabzon,Turkey,Walk up,10112.0,3082.1376,,40.560666999999995,39.689226,,Trabzon,,Pontic Mountains,,Extinct,
Nevado Solimana,"May, Jun, Jul, Aug, Sep",South America,Arequipa,Peru,Technical Climb,19990.0,6092.951999999999,,-15.41,-72.8936,,Arequipa,,Peruvian Andes,,Extinct,1973.0
Mount Bulut,"Jun, Jul, Aug, Sep",Asia,Rize,Turkey,Scramble,11686.0,3561.8928,,38.2,37.8,,Trabzon,,Pontic Mountains,,,
San Pedro,"May, Jun, Jul, Aug, Sep, Oct",South America,,Chile,Major Mountain Expedition,20161.0,6145.0728,,-21.887784,-68.391094,,,,Bolivian Andes,,,
King Peak,"Mar, Apr, May, Jun, Jul, Aug, Sep, Oct",North America,Whitehorse,Canada,Technical Climb,16971.0,5172.7608,,60.5825,-140.653,,Whitehorse International,Yukon,Saint Elias Mountains,,,
Campanile Basso,"Jun, Jul, Aug, Sep, Oct",Europe,Bolzano,Italy,Technical Climb,9439.0,2877.0072,Ampferer / Berger,46.1615,10.8946,,Verona,,,,,1908.0
Tarak Ridge,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Asia,"Mariveles, Bataan",Philippines,Scramble,4226.0,1288.0848,,14.5058,120.492,2050BC,Manila International Airport & Subic Bay International Airport,,Luzon,,Dormant,
Infiernillo,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,"Monterrey, Nuevo Leon",Mexico,Walk up,10696.0,3260.1408,,24.518,-99.935,,Int. Air port. Mariano Escobedo,,Sierra Madre Oriental,,,
Mount McKay,"Jan, Feb, Mar, Jul, Aug, Sep, Dec",Australia/Oceania,,Australia,Walk up,6043.0,1841.9064,,-36.874722,147.242222,,Dinner Plain (Mt Hotham) or Melbourne,,Victoria Alps,,,
Mount Spokane,"Mar, Apr, May, Jun, Jul, Aug, Sep, Oct",North America,Spokane,United States,Walk up,5883.0,1793.1384,,47.9253,-117.115,,Spokane Airport,,Columbia Mountains,Washington,,
Schneegrubenspitze,,Europe,Kitzbühel,Austria,Walk up,7339.0,2236.9272,,47.3162,12.1807,,"Salzburg, Innsbruck",,Kitzbuhel,,,
